dataset,model,seed,params,flops,best_epoch,wall_sec,run_dir,val.n,val.acc,val.macro_f1,val.near_neutral_macro_f1,val.ece,val.mean_entropy,val.fnr,val.neutral_recall,val.neutral_f1,test.n,test.acc,test.macro_f1,test.near_neutral_macro_f1,test.ece,test.mean_entropy,test.fnr,test.neutral_recall,test.neutral_f1,ckplus.n,ckplus.acc,ckplus.macro_f1,ckplus.near_neutral_macro_f1,ckplus.ece,ckplus.mean_entropy,ckplus.fnr,ckplus.neutral_recall,ckplus.neutral_f1,val.nn_subset_n@0.2,val.nn_subset_acc@0.2,val.nn_subset_macro_f1@0.2,val.nn_subset_fnr@0.2,val.nn_subset_n@0.3,val.nn_subset_acc@0.3,val.nn_subset_macro_f1@0.3,val.nn_subset_fnr@0.3,val.nn_subset_n@0.4,val.nn_subset_acc@0.4,val.nn_subset_macro_f1@0.4,val.nn_subset_fnr@0.4,test.nn_subset_n@0.2,test.nn_subset_acc@0.2,test.nn_subset_macro_f1@0.2,test.nn_subset_fnr@0.2,test.nn_subset_n@0.3,test.nn_subset_acc@0.3,test.nn_subset_macro_f1@0.3,test.nn_subset_fnr@0.3,test.nn_subset_n@0.4,test.nn_subset_acc@0.4,test.nn_subset_macro_f1@0.4,test.nn_subset_fnr@0.4
rafdb,nnskd_mobilevit_xxs_tinf,2,953271,146460100,41,1452.6873126029968,runs/rafdb/nnskd_mobilevit_xxs_tinf/seed2,1228,0.8420195439739414,0.7562468394803351,0.67402368618687,0.04920105209950928,0.6108605310155313,0.05128205128205128,0.8102766798418972,0.8070866141732284,3068,0.8445241199478487,0.7681353823732817,0.6969164333931073,0.057835657670964886,0.6102258549003502,0.05778894472361809,0.825,0.813633067440174,927.0,0.7119741100323624,0.5052898223656082,0.42064843621241377,0.12823351940726352,0.6222945941224394,0.06256742179072276,,,,,,,,,,,,,,,,,,,,,,,,,,
rafdb,nnskd_mobilevit_xxs_tinf,3,953271,146460100,41,1454.3204655647278,runs/rafdb/nnskd_mobilevit_xxs_tinf/seed3,1228,0.8395765472312704,0.7486024522926827,0.6595720433362525,0.05367556578218889,0.5900564084487175,0.07692307692307693,0.857707509881423,0.7963302752293578,3068,0.8523468057366362,0.7664531544461798,0.6890603073027769,0.056723027332211386,0.6002667976862601,0.07035175879396985,0.8764705882352941,0.8254847645429363,927.0,0.6558791801510249,0.4842973071890677,0.3945850649088037,0.1672034230307929,0.6504160749289685,0.10571736785329018,,,,,,,,,,,,,,,,,,,,,,,,,,
rafdb,nnskd_mobilevit_xxs_tinf,4,953271,146460100,57,1468.2038700580597,runs/rafdb/nnskd_mobilevit_xxs_tinf/seed4,1228,0.8452768729641694,0.7577971841172216,0.6740156466627054,0.04787323683671774,0.5957465946751808,0.04512820512820513,0.8142292490118577,0.8190854870775348,3068,0.8477835723598436,0.7706033718032969,0.6975996186151846,0.06523425925362697,0.5932802059700402,0.04690117252931323,0.825,0.8292682926829268,927.0,0.7400215749730313,0.5571532182240798,0.5177539912500779,0.11854276094175636,0.564084954965722,0.040992448759439054,,,,,,,,,,,,,,,,,,,,,,,,,,
rafdb,pattlite,0,1093767,172557248,41,339.92816138267517,runs/rafdb/pattlite/seed0,1228,0.8395765472312704,0.746236977262413,0.6566682607140484,0.04763965925446182,0.6254622491963386,0.06256410256410257,0.841897233201581,0.8083491461100569,3068,0.8438722294654498,0.76361905693763,0.6860776680091252,0.0607634906543079,0.6212972839604188,0.06197654941373534,0.8514705882352941,0.8230277185501066,927.0,0.7357065803667745,0.5223553180781787,0.45017496839673987,0.10211613136363043,0.6282944310392993,0.040992448759439054,,,,,,,,,,,,,,,,,,,,,,,,,,
rafdb,pattlite,1,1093767,172557248,50,343.94775915145874,runs/rafdb/pattlite/seed1,1228,0.8395765472312704,0.7411314239026551,0.6496419420042159,0.0614826861931855,0.6159194901768805,0.05435897435897436,0.7984189723320159,0.7952755905511811,3068,0.8396349413298566,0.760079434968639,0.686530484824643,0.05792413026593601,0.6209614631614904,0.05402010050251256,0.8014705882352942,0.8050221565731167,927.0,0.7001078748651565,0.510023260080356,0.43739813894917706,0.11996269678345507,0.669407442208147,0.04638619201725998,,,,,,,,,,,,,,,,,,,,,,,,,,
rafdb,pattlite,2,1093767,172557248,49,342.8105115890503,runs/rafdb/pattlite/seed2,1228,0.8509771986970684,0.7627889180091642,0.6722481345034863,0.04596190056167884,0.5851107345042855,0.05846153846153846,0.8735177865612648,0.832391713747646,3068,0.839960886571056,0.7430894350145457,0.6509745318988645,0.061265078223270784,0.5938050946219555,0.06323283082077052,0.8411764705882353,0.8153955808980755,927.0,0.727076591154261,0.5503595688583113,0.49966444325883347,0.11745725803431457,0.5887383923006616,0.04746494066882417,,,,,,,,,,,,,,,,,,,,,,,,,,
rafdb,pattlite,3,1093767,172557248,57,345.75375533103943,runs/rafdb/pattlite/seed3,1228,0.8436482084690554,0.742472392192366,0.6491907018959258,0.04872167473994963,0.6024667445271723,0.046153846153846156,0.8102766798418972,0.8151093439363817,3068,0.8464797913950456,0.766710330871874,0.6897029084412464,0.04913253997126331,0.5985762766330797,0.05025125628140704,0.8117647058823529,0.8165680473372781,927.0,0.7367853290183387,0.5343714371238663,0.46726402814982143,0.11010746491882628,0.6113869010673367,0.023732470334412083,,,,,,,,,,,,,,,,,,,,,,,,,,
rafdb,pattlite,4,1093767,172557248,36,340.76548075675964,runs/rafdb/pattlite/seed4,1228,0.8346905537459284,0.7240786897190484,0.6172407322850912,0.04459695452130278,0.60996344975464,0.06461538461538462,0.8458498023715415,0.8075471698113208,3068,0.8347457627118644,0.7384617344009682,0.6550575176037501,0.045972579030138294,0.6007036900637075,0.06825795644891122,0.8382352941176471,0.8067940552016986,927.0,0.7076591154261057,0.5083812620062421,0.4278539540147425,0.13355398369505728,0.5906891777142894,0.08414239482200647,,,,,,,,,,,,,,,,,,,,,,,,,,
rafdb,resnet18,0,11180103,969702400,56,316.3934681415558,runs/rafdb/resnet18/seed0,1228,0.8534201954397395,0.7619297015565236,0.6711592660965711,0.04419592702924402,0.5963561061393334,0.05641025641025641,0.8458498023715415,0.8199233716475096,3068,0.8503911342894394,0.766678890061047,0.6925422976775546,0.04439549579818366,0.5945275390265283,0.06197654941373534,0.8455882352941176,0.819672131147541,927.0,0.686084142394822,0.5028540245727309,0.42033854086343214,0.14796254432874897,0.6392027559213965,0.04746494066882417,,,,,,,,,,,,,,,,,,,,,,,,,,
rafdb,resnet18,1,11180103,969702400,52,314.03000831604004,runs/rafdb/resnet18/seed1,1228,0.8485342019543974,0.7543269830675187,0.661039402173913,0.042902854515614965,0.6020828100003794,0.06153846153846154,0.8221343873517787,0.7984644913627639,3068,0.8360495436766623,0.7427717192793849,0.6577166961833928,0.05890701865109588,0.5949690456024028,0.059045226130653265,0.8176470588235294,0.8075526506899056,927.0,0.7044228694714132,0.5110005904052917,0.42932967376266346,0.14007116563952143,0.6099777234788089,0.037756202804746494,,,,,,,,,,,,,,,,,,,,,,,,,,
rafdb,resnet18,2,11180103,969702400,53,317.29408526420593,runs/rafdb/resnet18/seed2,1228,0.8436482084690554,0.7434961441096919,0.6498227850242771,0.046905859233356106,0.6021871832779222,0.06461538461538462,0.849802371541502,0.8097928436911488,3068,0.8445241199478487,0.7583594280108186,0.679772745939218,0.05189420962409403,0.590499123321055,0.062395309882747066,0.8441176470588235,0.8182466143977192,927.0,0.7162891046386192,0.5086433722792713,0.42190637111905444,0.1311892835460437,0.6021581564919405,0.032362459546925564,,,,,,,,,,,,,,,,,,,,,,,,,,
rafdb,resnet18,3,11180103,969702400,42,313.4273819923401,runs/rafdb/resnet18/seed3,1228,0.8485342019543974,0.7623036247925129,0.6786244964195387,0.0466719376724992,0.6334527406200864,0.046153846153846156,0.8102766798418972,0.8151093439363817,3068,0.839960886571056,0.7608502641587035,0.6844915810696279,0.04729017394198074,0.6171972880294245,0.06532663316582915,0.8352941176470589,0.8091168091168092,927.0,0.7130528586839266,0.4803907123428807,0.3801875642628213,0.12194671945096572,0.635424500856859,0.07335490830636461,,,,,,,,,,,,,,,,,,,,,,,,,,
rafdb,resnet18,4,11180103,969702400,35,317.53551197052,runs/rafdb/resnet18/seed4,1228,0.8509771986970684,0.7531701933670837,0.6526901273336521,0.047020930067199436,0.5991543044137811,0.05641025641025641,0.8616600790513834,0.8288973384030418,3068,0.839960886571056,0.7545905881925246,0.6746562806454804,0.04408113316716455,0.5895502852383016,0.05820770519262981,0.8308823529411765,0.8164739884393064,927.0,0.7464940668824164,0.5093357794620651,0.42011679039980926,0.11464513475415015,0.5570934205303095,0.06364617044228695,,,,,,,,,,,,,,,,,,,,,,,,,,
sfew,efficientface,0,1272832,79691000,53,61.4822211265564,runs/sfew/efficientface/seed0,86,0.5697674418604651,0.53972527764603,0.5680363543266769,0.19103039945710518,0.9709572757618411,0.1111111111111111,0.5,0.4827586206896552,411,0.36982968369829683,0.32210418916985156,0.26053223388305846,0.2618317632488227,1.1004431974355615,0.19148936170212766,0.4268292682926829,0.3888888888888889,927.0,0.24487594390507011,0.14184659219552676,0.11376877687941236,0.39359111147386994,1.0702747783169486,0.006472491909385114,,,,,,,,,,,,,,,,,,,,,,,,,,
